id	env_package_orig	env_package_rep	env_broad_scale	consensus_id_ebs	consensus_lab_ebs	notes_x	env_local_scale	consensus_id_els	consensus_lab_els	notes_y	env_medium	consensus_id_em	consensus_lab_em	notes
BIOSAMPLE:SAMEA1877449	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877546	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877575	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877563	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877588	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877415	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877542	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877473	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877528	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877616	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877579	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877530	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877430	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877585	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877565	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1877525	soil	soil					Biological soil crust	ENVO:01000910	soil biocrust	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047073	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047074	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047075	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047076	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047106	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047107	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047108	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047109	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047110	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2047111	soil	soil					tropical soil	ENVO:00005778	tropical soil	env_package_normalized.EnvPackage=soil	ferralsol	ENVO:00002246	ferralsol	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2143081	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2150228	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2155541	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA1968250	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2151111	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2151332	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2153419	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2162118	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2154953	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2154736	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2146124	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2144639	soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2143810	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2145381	soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2161983	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	prairie	ENVO:00000260	prairie	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2155034	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2155095	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2159835	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2146282	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2144026	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2144358	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2146328	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2157222	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2155206	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2152044	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2150395	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2160983	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2147212	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2150979	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2150182	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2148816	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2158109	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2160790	soil	soil	temperate grassland	ENVO:01001811	temperate grassland	env_package_normalized.EnvPackage=soil	field soil	ENVO:00005755	field soil	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049977	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049978	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049979	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049980	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049981	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049982	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049983	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049984	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049985	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049986	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049987	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049988	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049989	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2049990	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050114	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050115	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050116	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050117	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050118	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050119	soil	soil					ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050120	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050121	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050122	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050123	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050124	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA2050125	soil	soil	ENVO:Tropical and subtropical coniferous forest biome	ENVO:01000209	subtropical coniferous forest biome	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil	ENVO:soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
